pit_duration,lap_number,driver_number,date,session_key,meeting_key
28.4,5.0,24,2024-07-19T15:07:42.288000+00:00,9560,1241
24.9,4.0,16,2024-07-19T15:07:49.586000+00:00,9560,1241
50.9,4.0,22,2024-07-19T15:07:56.682000+00:00,9560,1241
25.5,4.0,63,2024-07-19T15:09:16.011000+00:00,9560,1241
57.9,6.0,27,2024-07-19T15:09:22.895000+00:00,9560,1241
24.9,4.0,1,2024-07-19T15:09:28.103000+00:00,9560,1241
28.5,4.0,55,2024-07-19T15:09:45.337000+00:00,9560,1241
16.5,6.0,81,2024-07-19T15:11:07.704000+00:00,9560,1241
28.0,7.0,31,2024-07-19T15:11:50.455000+00:00,9560,1241
29.9,7.0,10,2024-07-19T15:12:03.454000+00:00,9560,1241
352.8,4.0,3,2024-07-19T15:12:33.019000+00:00,9560,1241
25.5,6.0,4,2024-07-19T15:12:52.016000+00:00,9560,1241
31.8,8.0,20,2024-07-19T15:15:00.862000+00:00,9560,1241
67.8,8.0,11,2024-07-19T15:16:15.016000+00:00,9560,1241
1142.8,6.0,63,2024-07-19T15:32:02.978000+00:00,9560,1241
1229.1,6.0,44,2024-07-19T15:32:10.705000+00:00,9560,1241
1433.0,10.0,27,2024-07-19T15:32:18.066000+00:00,9560,1241
984.0,9.0,81,2024-07-19T15:32:26.974000+00:00,9560,1241
1523.3,10.0,24,2024-07-19T15:32:37.187000+00:00,9560,1241
1007.1,10.0,77,2024-07-19T15:32:40.084000+00:00,9560,1241
,10.0,18,2024-07-19T15:32:48.766000+00:00,9560,1241
,7.0,14,2024-07-19T15:32:58.193000+00:00,9560,1241
1012.0,8.0,4,2024-07-19T15:33:08.634000+00:00,9560,1241
1308.0,7.0,23,2024-07-19T15:33:17.316000+00:00,9560,1241
1319.2,10.0,31,2024-07-19T15:33:21.955000+00:00,9560,1241
1317.6,10.0,10,2024-07-19T15:33:31.352000+00:00,9560,1241
1085.3,7.0,55,2024-07-19T15:33:35.913000+00:00,9560,1241
1336.0,7.0,2,2024-07-19T15:33:52.490000+00:00,9560,1241
1173.4,9.0,20,2024-07-19T15:34:02.516000+00:00,9560,1241
1150.1,9.0,11,2024-07-19T15:34:17.333000+00:00,9560,1241
1318.5,7.0,1,2024-07-19T15:36:36.280000+00:00,9560,1241
1273.4,6.0,3,2024-07-19T15:37:13.989000+00:00,9560,1241
91.1,13.0,27,2024-07-19T15:39:04.038000+00:00,9560,1241
26.4,13.0,31,2024-07-19T15:39:25.517000+00:00,9560,1241
27.1,13.0,10,2024-07-19T15:39:56.435000+00:00,9560,1241
26.6,14.0,77,2024-07-19T15:40:01.643000+00:00,9560,1241
44.1,12.0,11,2024-07-19T15:40:06.426000+00:00,9560,1241
324.7,11.0,4,2024-07-19T15:43:17.452000+00:00,9560,1241
435.0,12.0,24,2024-07-19T15:43:39.433000+00:00,9560,1241
329.7,10.0,55,2024-07-19T15:44:02.444000+00:00,9560,1241
365.8,10.0,23,2024-07-19T15:44:20.073000+00:00,9560,1241
333.9,12.0,20,2024-07-19T15:44:44.390000+00:00,9560,1241
513.6,9.0,44,2024-07-19T15:45:34.746000+00:00,9560,1241
442.5,10.0,2,2024-07-19T15:46:03.553000+00:00,9560,1241
562.1,9.0,63,2024-07-19T15:46:16.114000+00:00,9560,1241
308.0,12.0,14,2024-07-19T15:46:50.975000+00:00,9560,1241
301.6,9.0,3,2024-07-19T15:47:05.294000+00:00,9560,1241
340.6,15.0,18,2024-07-19T15:47:37.337000+00:00,9560,1241
399.0,10.0,1,2024-07-19T15:47:45.624000+00:00,9560,1241
703.4,12.0,81,2024-07-19T15:49:18.346000+00:00,9560,1241
2234.5,6.0,22,2024-07-19T15:49:18.628000+00:00,9560,1241
342.9,14.0,11,2024-07-19T15:49:24.497000+00:00,9560,1241
313.2,16.0,31,2024-07-19T15:49:44.068000+00:00,9560,1241
358.9,16.0,27,2024-07-19T15:49:50.696000+00:00,9560,1241
301.2,16.0,10,2024-07-19T15:50:28.539000+00:00,9560,1241
352.8,17.0,77,2024-07-19T15:50:47.542000+00:00,9560,1241
22.0,16.0,81,2024-07-19T15:55:34.379000+00:00,9560,1241
22.1,9.0,22,2024-07-19T15:55:45.311000+00:00,9560,1241
22.0,21.0,4,2024-07-19T15:58:00.229000+00:00,9560,1241
,1.0,24,2024-07-20T10:30:27.721000+00:00,9561,1241
,1.0,11,2024-07-20T10:30:42.655000+00:00,9561,1241
,1.0,77,2024-07-20T10:31:06.114000+00:00,9561,1241
,1.0,18,2024-07-20T10:31:23.520000+00:00,9561,1241
,1.0,14,2024-07-20T10:31:35.958000+00:00,9561,1241
,1.0,1,2024-07-20T10:32:05.241000+00:00,9561,1241
,1.0,81,2024-07-20T10:33:24.677000+00:00,9561,1241
24.0,2.0,18,2024-07-20T10:33:39.193000+00:00,9561,1241
,1.0,4,2024-07-20T10:33:52.339000+00:00,9561,1241
29.1,2.0,14,2024-07-20T10:33:55.018000+00:00,9561,1241
27.4,2.0,81,2024-07-20T10:36:00.113000+00:00,9561,1241
37.7,2.0,4,2024-07-20T10:36:19.404000+00:00,9561,1241
31.4,4.0,11,2024-07-20T10:36:21.936000+00:00,9561,1241
24.8,6.0,1,2024-07-20T10:41:08.999000+00:00,9561,1241
,1.0,31,2024-07-20T10:44:11.825000+00:00,9561,1241
565.0,3.0,18,2024-07-20T10:45:04.106000+00:00,9561,1241
764.6,2.0,77,2024-07-20T10:45:37.332000+00:00,9561,1241
627.1,3.0,14,2024-07-20T10:46:12.740000+00:00,9561,1241
,1.0,10,2024-07-20T10:46:22.555000+00:00,9561,1241
,1.0,23,2024-07-20T10:46:50.088000+00:00,9561,1241
,1.0,2,2024-07-20T10:46:59.189000+00:00,9561,1241
549.4,3.0,4,2024-07-20T10:47:20.111000+00:00,9561,1241
,1.0,63,2024-07-20T10:47:20.901000+00:00,9561,1241
587.6,3.0,81,2024-07-20T10:47:54.810000+00:00,9561,1241
,1.0,20,2024-07-20T10:48:05.573000+00:00,9561,1241
,1.0,55,2024-07-20T10:48:12.797000+00:00,9561,1241
,1.0,27,2024-07-20T10:48:23.220000+00:00,9561,1241
,1.0,44,2024-07-20T10:48:29.956000+00:00,9561,1241
,1.0,16,2024-07-20T10:48:47.047000+00:00,9561,1241
989.1,2.0,24,2024-07-20T10:48:53.551000+00:00,9561,1241
475.8,7.0,11,2024-07-20T10:49:07.859000+00:00,9561,1241
,1.0,22,2024-07-20T10:49:32.444000+00:00,9561,1241
16.4,4.0,31,2024-07-20T10:49:46.267000+00:00,9561,1241
16.5,5.0,77,2024-07-20T10:50:54.473000+00:00,9561,1241
,1.0,3,2024-07-20T10:51:12.604000+00:00,9561,1241
337.8,9.0,1,2024-07-20T10:51:34.677000+00:00,9561,1241
16.4,4.0,10,2024-07-20T10:51:58.744000+00:00,9561,1241
38.6,4.0,55,2024-07-20T10:54:20.123000+00:00,9561,1241
20.9,5.0,24,2024-07-20T10:54:44.998000+00:00,9561,1241
84.4,4.0,27,2024-07-20T10:54:48.945000+00:00,9561,1241
16.4,7.0,31,2024-07-20T10:55:29.415000+00:00,9561,1241
73.7,4.0,20,2024-07-20T10:55:33.695000+00:00,9561,1241
16.5,5.0,16,2024-07-20T10:56:14.293000+00:00,9561,1241
17.1,8.0,77,2024-07-20T10:56:29.557000+00:00,9561,1241
277.3,6.0,4,2024-07-20T10:56:47.220000+00:00,9561,1241
248.3,4.0,63,2024-07-20T10:56:48.766000+00:00,9561,1241
211.8,4.0,44,2024-07-20T10:58:02.509000+00:00,9561,1241
416.1,4.0,2,2024-07-20T10:58:48.852000+00:00,9561,1241
429.4,4.0,23,2024-07-20T10:58:57.626000+00:00,9561,1241
383.8,6.0,81,2024-07-20T10:59:07.443000+00:00,9561,1241
17.7,7.0,27,2024-07-20T10:59:50.882000+00:00,9561,1241
32.2,8.0,24,2024-07-20T11:00:48.649000+00:00,9561,1241
367.0,4.0,3,2024-07-20T11:02:13.764000+00:00,9561,1241
449.1,4.0,22,2024-07-20T11:02:19.355000+00:00,9561,1241
77.2,7.0,20,2024-07-20T11:02:24.158000+00:00,9561,1241
22.0,7.0,23,2024-07-20T11:04:03.599000+00:00,9561,1241
526.0,9.0,14,2024-07-20T11:05:03.328000+00:00,9561,1241
588.6,9.0,18,2024-07-20T11:05:10.167000+00:00,9561,1241
19.9,7.0,3,2024-07-20T11:07:08.557000+00:00,9561,1241
362.6,8.0,16,2024-07-20T11:07:10.371000+00:00,9561,1241
17.6,10.0,20,2024-07-20T11:08:13.228000+00:00,9561,1241
511.7,7.0,55,2024-07-20T11:08:21.098000+00:00,9561,1241
17.5,8.0,22,2024-07-20T11:09:22.584000+00:00,9561,1241
456.1,7.0,63,2024-07-20T11:09:24.561000+00:00,9561,1241
408.6,7.0,44,2024-07-20T11:09:33.980000+00:00,9561,1241
22.8,9.0,22,2024-07-20T11:11:38.397000+00:00,9561,1241
553.8,7.0,2,2024-07-20T11:12:37.930000+00:00,9561,1241
657.1,9.0,4,2024-07-20T11:12:48.056000+00:00,9561,1241
464.4,8.0,23,2024-07-20T11:13:18.834000+00:00,9561,1241
35.5,14.0,14,2024-07-20T11:13:42.116000+00:00,9561,1241
585.6,9.0,81,2024-07-20T11:13:49.471000+00:00,9561,1241
783.6,8.0,27,2024-07-20T11:14:34.618000+00:00,9561,1241
1160.6,6.0,10,2024-07-20T11:15:24.919000+00:00,9561,1241
25.3,15.0,18,2024-07-20T11:15:29.054000+00:00,9561,1241
886.6,11.0,77,2024-07-20T11:16:13.923000+00:00,9561,1241
458.3,8.0,3,2024-07-20T11:16:25.044000+00:00,9561,1241
489.3,21.0,1,2024-07-20T11:16:35.526000+00:00,9561,1241
27.3,12.0,4,2024-07-20T11:18:06.381000+00:00,9561,1241
763.3,11.0,24,2024-07-20T11:18:41.400000+00:00,9561,1241
349.0,10.0,55,2024-07-20T11:18:52.720000+00:00,9561,1241
440.2,11.0,16,2024-07-20T11:19:04+00:00,9561,1241
39.4,12.0,81,2024-07-20T11:19:19.843000+00:00,9561,1241
831.2,19.0,11,2024-07-20T11:20:05.175000+00:00,9561,1241
420.9,10.0,22,2024-07-20T11:20:10.030000+00:00,9561,1241
655.5,11.0,20,2024-07-20T11:20:50.964000+00:00,9561,1241
409.2,10.0,63,2024-07-20T11:21:00.488000+00:00,9561,1241
19.1,9.0,10,2024-07-20T11:21:06.603000+00:00,9561,1241
347.0,10.0,44,2024-07-20T11:21:12.025000+00:00,9561,1241
1255.3,10.0,31,2024-07-20T11:21:29.368000+00:00,9561,1241
371.2,15.0,14,2024-07-20T11:21:37.164000+00:00,9561,1241
19.6,14.0,77,2024-07-20T11:21:40.010000+00:00,9561,1241
304.4,16.0,18,2024-07-20T11:22:02.783000+00:00,9561,1241
125.0,11.0,27,2024-07-20T11:22:05.470000+00:00,9561,1241
381.1,10.0,2,2024-07-20T11:23:41.088000+00:00,9561,1241
21.5,14.0,24,2024-07-20T11:24:03.872000+00:00,9561,1241
380.0,11.0,23,2024-07-20T11:24:22.883000+00:00,9561,1241
16.7,11.0,10,2024-07-20T11:25:19.364000+00:00,9561,1241
19.6,13.0,22,2024-07-20T11:25:47.184000+00:00,9561,1241
299.6,13.0,81,2024-07-20T11:25:55.146000+00:00,9561,1241
61.9,13.0,20,2024-07-20T11:25:55.766000+00:00,9561,1241
274.3,11.0,3,2024-07-20T11:25:58.167000+00:00,9561,1241
317.2,24.0,1,2024-07-20T11:27:13.453000+00:00,9561,1241
118.4,22.0,11,2024-07-20T11:27:24.134000+00:00,9561,1241
219.5,13.0,55,2024-07-20T11:27:34.735000+00:00,9561,1241
211.3,14.0,16,2024-07-20T11:27:42.361000+00:00,9561,1241
21.4,14.0,22,2024-07-20T11:28:15.402000+00:00,9561,1241
181.3,13.0,27,2024-07-20T11:28:30.464000+00:00,9561,1241
21.9,13.0,2,2024-07-20T11:28:42.302000+00:00,9561,1241
371.3,15.0,4,2024-07-20T11:29:07.498000+00:00,9561,1241
22.5,14.0,23,2024-07-20T11:29:23.735000+00:00,9561,1241
17.3,13.0,3,2024-07-20T11:29:30.303000+00:00,9561,1241
228.1,13.0,63,2024-07-20T11:29:39.611000+00:00,9561,1241
280.4,12.0,44,2024-07-20T11:29:49.976000+00:00,9561,1241
,1.0,27,2024-07-20T14:00:02.731000+00:00,9562,1241
,1.0,20,2024-07-20T14:00:06.967000+00:00,9562,1241
,1.0,77,2024-07-20T14:00:09.893000+00:00,9562,1241
,1.0,24,2024-07-20T14:00:14.869000+00:00,9562,1241
,1.0,10,2024-07-20T14:00:23.987000+00:00,9562,1241
,1.0,22,2024-07-20T14:00:32.648000+00:00,9562,1241
,1.0,3,2024-07-20T14:00:39.118000+00:00,9562,1241
,1.0,23,2024-07-20T14:00:46.453000+00:00,9562,1241
,1.0,2,2024-07-20T14:00:57.028000+00:00,9562,1241
,1.0,18,2024-07-20T14:01:03.823000+00:00,9562,1241
,1.0,31,2024-07-20T14:01:10.829000+00:00,9562,1241
,1.0,14,2024-07-20T14:01:19.938000+00:00,9562,1241
,1.0,81,2024-07-20T14:01:29.073000+00:00,9562,1241
,1.0,4,2024-07-20T14:01:32.202000+00:00,9562,1241
,1.0,16,2024-07-20T14:01:42.591000+00:00,9562,1241
,1.0,55,2024-07-20T14:01:45.317000+00:00,9562,1241
,1.0,1,2024-07-20T14:02:13.458000+00:00,9562,1241
,1.0,11,2024-07-20T14:02:23.891000+00:00,9562,1241
,1.0,63,2024-07-20T14:02:28.313000+00:00,9562,1241
,1.0,44,2024-07-20T14:02:40.188000+00:00,9562,1241
55.8,4.0,10,2024-07-20T14:06:03.700000+00:00,9562,1241
25.8,4.0,31,2024-07-20T14:06:25.260000+00:00,9562,1241
110.3,6.0,27,2024-07-20T14:09:15.692000+00:00,9562,1241
24.1,6.0,18,2024-07-20T14:09:30.788000+00:00,9562,1241
110.5,6.0,77,2024-07-20T14:09:39.129000+00:00,9562,1241
169.6,6.0,20,2024-07-20T14:10:36.835000+00:00,9562,1241
741.0,7.0,24,2024-07-20T14:22:04.586000+00:00,9562,1241
861.3,8.0,77,2024-07-20T14:22:09.971000+00:00,9562,1241
742.0,6.0,63,2024-07-20T14:22:29.125000+00:00,9562,1241
899.9,6.0,23,2024-07-20T14:23:26.689000+00:00,9562,1241
,7.0,55,2024-07-20T14:24:23.636000+00:00,9562,1241
892.5,6.0,44,2024-07-20T14:25:05.952000+00:00,9562,1241
,7.0,1,2024-07-20T14:25:49.274000+00:00,9562,1241
,8.0,16,2024-07-20T14:25:58.228000+00:00,9562,1241
1013.8,8.0,18,2024-07-20T14:26:00.549000+00:00,9562,1241
973.8,7.0,3,2024-07-20T14:26:04.716000+00:00,9562,1241
980.8,7.0,22,2024-07-20T14:26:19.606000+00:00,9562,1241
1152.7,8.0,27,2024-07-20T14:26:38.110000+00:00,9562,1241
,8.0,4,2024-07-20T14:26:48.658000+00:00,9562,1241
1147.0,7.0,20,2024-07-20T14:26:54.345000+00:00,9562,1241
,8.0,81,2024-07-20T14:26:59.418000+00:00,9562,1241
1132.2,5.0,2,2024-07-20T14:27:04.875000+00:00,9562,1241
970.6,7.0,14,2024-07-20T14:27:06.850000+00:00,9562,1241
323.0,11.0,55,2024-07-20T14:36:02.892000+00:00,9562,1241
418.1,10.0,44,2024-07-20T14:38:26.804000+00:00,9562,1241
490.9,10.0,1,2024-07-20T14:38:33.465000+00:00,9562,1241
429.9,14.0,77,2024-07-20T14:38:37.655000+00:00,9562,1241
461.3,11.0,27,2024-07-20T14:38:47.671000+00:00,9562,1241
442.4,10.0,20,2024-07-20T14:38:57.297000+00:00,9562,1241
491.8,11.0,18,2024-07-20T14:39:04.217000+00:00,9562,1241
629.1,9.0,81,2024-07-20T14:39:15.033000+00:00,9562,1241
636.5,8.0,14,2024-07-20T14:39:20.366000+00:00,9562,1241
473.9,8.0,2,2024-07-20T14:39:30.300000+00:00,9562,1241
513.1,10.0,22,2024-07-20T14:39:45.372000+00:00,9562,1241
532.0,11.0,23,2024-07-20T14:39:54.643000+00:00,9562,1241
610.9,10.0,4,2024-07-20T14:40:12.716000+00:00,9562,1241
576.3,11.0,16,2024-07-20T14:40:18.646000+00:00,9562,1241
58.5,14.0,55,2024-07-20T14:41:22.996000+00:00,9562,1241
263.8,13.0,44,2024-07-20T14:47:13.220000+00:00,9562,1241
208.0,14.0,18,2024-07-20T14:47:17.575000+00:00,9562,1241
168.4,14.0,23,2024-07-20T14:47:23.965000+00:00,9562,1241
214.3,11.0,2,2024-07-20T14:47:37.302000+00:00,9562,1241
1014.1,10.0,3,2024-07-20T14:47:51.996000+00:00,9562,1241
181.2,14.0,16,2024-07-20T14:47:59.497000+00:00,9562,1241
246.0,11.0,14,2024-07-20T14:48:05.342000+00:00,9562,1241
222.8,13.0,4,2024-07-20T14:48:23.528000+00:00,9562,1241
258.9,13.0,22,2024-07-20T14:48:35.923000+00:00,9562,1241
174.8,17.0,55,2024-07-20T14:48:42.524000+00:00,9562,1241
331.2,13.0,1,2024-07-20T14:48:51.159000+00:00,9562,1241
332.3,17.0,77,2024-07-20T14:48:54.568000+00:00,9562,1241
305.7,12.0,81,2024-07-20T14:48:58.599000+00:00,9562,1241
337.8,14.0,27,2024-07-20T14:49:01.178000+00:00,9562,1241
346.3,13.0,20,2024-07-20T14:49:11.658000+00:00,9562,1241
332.7,16.0,1,2024-07-20T14:59:03.348000+00:00,9562,1241
411.9,14.0,81,2024-07-20T14:59:12.102000+00:00,9562,1241
354.9,20.0,55,2024-07-20T14:59:16.822000+00:00,9562,1241
463.5,16.0,44,2024-07-20T14:59:27.796000+00:00,9562,1241
417.8,17.0,16,2024-07-20T14:59:42.441000+00:00,9562,1241
416.1,14.0,14,2024-07-20T14:59:52.873000+00:00,9562,1241
413.8,16.0,22,2024-07-20T15:00:10.316000+00:00,9562,1241
437.6,16.0,4,2024-07-20T15:00:15.490000+00:00,9562,1241
473.5,13.0,3,2024-07-20T15:00:32.632000+00:00,9562,1241
514.6,17.0,18,2024-07-20T15:00:37.078000+00:00,9562,1241
84.2,17.0,81,2024-07-20T15:05:11.702000+00:00,9562,1241
77.6,19.0,44,2024-07-20T15:05:18.796000+00:00,9562,1241
92.7,23.0,55,2024-07-20T15:05:21.542000+00:00,9562,1241
114.5,19.0,1,2024-07-20T15:05:34.994000+00:00,9562,1241
104.9,17.0,14,2024-07-20T15:06:07.072000+00:00,9562,1241
103.1,19.0,22,2024-07-20T15:06:20.774000+00:00,9562,1241
94.6,16.0,3,2024-07-20T15:06:39.449000+00:00,9562,1241
120.2,19.0,4,2024-07-20T15:06:55.714000+00:00,9562,1241
118.4,20.0,18,2024-07-20T15:07:28.006000+00:00,9562,1241
231.4,20.0,16,2024-07-20T15:08:10.544000+00:00,9562,1241
972.3,21.0,4,2024-07-20T15:21:07.697000+00:00,9562,1241
1035.7,22.0,44,2024-07-20T15:21:17.259000+00:00,9562,1241
1064.5,20.0,81,2024-07-20T15:21:32.373000+00:00,9562,1241
989.4,18.0,3,2024-07-20T15:21:34.216000+00:00,9562,1241
966.3,21.0,18,2024-07-20T15:21:36.040000+00:00,9562,1241
1041.0,21.0,16,2024-07-20T15:21:40.056000+00:00,9562,1241
1073.7,26.0,55,2024-07-20T15:21:42.436000+00:00,9562,1241
22.2,2.0,27,2024-07-21T13:06:24.217000+00:00,9566,1241
22.0,6.0,23,2024-07-21T13:12:05.656000+00:00,9566,1241
21.8,6.0,20,2024-07-21T13:12:06.276000+00:00,9566,1241
21.8,6.0,31,2024-07-21T13:12:09.585000+00:00,9566,1241
22.5,7.0,14,2024-07-21T13:13:28.576000+00:00,9566,1241
21.0,7.0,3,2024-07-21T13:13:29.972000+00:00,9566,1241
21.9,7.0,24,2024-07-21T13:13:37.622000+00:00,9566,1241
21.7,8.0,2,2024-07-21T13:15:00.663000+00:00,9566,1241
23.2,14.0,18,2024-07-21T13:23:25.719000+00:00,9566,1241
21.3,16.0,44,2024-07-21T13:25:58.070000+00:00,9566,1241
22.1,16.0,77,2024-07-21T13:26:20.677000+00:00,9566,1241
21.8,17.0,4,2024-07-21T13:27:17.491000+00:00,9566,1241
21.6,18.0,81,2024-07-21T13:28:37.926000+00:00,9566,1241
22.1,21.0,1,2024-07-21T13:33:00.759000+00:00,9566,1241
21.6,21.0,55,2024-07-21T13:33:09.169000+00:00,9566,1241
21.8,23.0,16,2024-07-21T13:35:53.032000+00:00,9566,1241
21.3,28.0,11,2024-07-21T13:43:25.912000+00:00,9566,1241
21.4,28.0,10,2024-07-21T13:43:38.770000+00:00,9566,1241
21.3,28.0,3,2024-07-21T13:43:45.142000+00:00,9566,1241
21.4,29.0,22,2024-07-21T13:44:49.927000+00:00,9566,1241
22.4,29.0,27,2024-07-21T13:45:08.414000+00:00,9566,1241
23.4,29.0,23,2024-07-21T13:45:10.742000+00:00,9566,1241
21.4,30.0,31,2024-07-21T13:46:39.865000+00:00,9566,1241
21.3,33.0,63,2024-07-21T13:50:31.708000+00:00,9566,1241
21.3,33.0,2,2024-07-21T13:50:56.807000+00:00,9566,1241
22.5,34.0,20,2024-07-21T13:52:20.306000+00:00,9566,1241
22.1,36.0,24,2024-07-21T13:55:25.996000+00:00,9566,1241
21.8,37.0,14,2024-07-21T13:56:19.367000+00:00,9566,1241
21.9,40.0,44,2024-07-21T13:59:50.770000+00:00,9566,1241
21.7,40.0,16,2024-07-21T13:59:51.867000+00:00,9566,1241
21.2,45.0,4,2024-07-21T14:06:40.704000+00:00,9566,1241
22.2,45.0,18,2024-07-21T14:07:40.324000+00:00,9566,1241
21.9,45.0,77,2024-07-21T14:07:58.265000+00:00,9566,1241
21.8,47.0,81,2024-07-21T14:09:27.380000+00:00,9566,1241
21.4,47.0,55,2024-07-21T14:09:45.943000+00:00,9566,1241
21.0,47.0,11,2024-07-21T14:10:07.588000+00:00,9566,1241
21.3,49.0,1,2024-07-21T14:12:24.668000+00:00,9566,1241
21.3,53.0,63,2024-07-21T14:18:26.955000+00:00,9566,1241
21.9,63.0,2,2024-07-21T14:33:45.149000+00:00,9566,1241
21.3,64.0,31,2024-07-21T14:35:08.797000+00:00,9566,1241
,1.0,63,2024-07-26T11:30:02.854000+00:00,9567,1242
,1.0,44,2024-07-26T11:30:05.608000+00:00,9567,1242
,1.0,22,2024-07-26T11:30:10.275000+00:00,9567,1242
,1.0,24,2024-07-26T11:30:14.308000+00:00,9567,1242
,1.0,1,2024-07-26T11:30:21.125000+00:00,9567,1242
,1.0,31,2024-07-26T11:30:24.152000+00:00,9567,1242
,1.0,55,2024-07-26T11:30:29.625000+00:00,9567,1242
,1.0,16,2024-07-26T11:30:40.044000+00:00,9567,1242
,1.0,11,2024-07-26T11:30:45.205000+00:00,9567,1242
,1.0,81,2024-07-26T11:30:51.329000+00:00,9567,1242
,1.0,10,2024-07-26T11:30:54.714000+00:00,9567,1242
,1.0,3,2024-07-26T11:30:57.849000+00:00,9567,1242
,1.0,4,2024-07-26T11:31:10.431000+00:00,9567,1242
,1.0,77,2024-07-26T11:31:13.820000+00:00,9567,1242
,1.0,18,2024-07-26T11:31:19.894000+00:00,9567,1242
,1.0,14,2024-07-26T11:31:24.783000+00:00,9567,1242
,1.0,23,2024-07-26T11:31:34.679000+00:00,9567,1242
,1.0,27,2024-07-26T11:31:37.733000+00:00,9567,1242
30.8,2.0,22,2024-07-26T11:32:48.243000+00:00,9567,1242
26.0,3.0,63,2024-07-26T11:34:11.249000+00:00,9567,1242
,1.0,2,2024-07-26T11:34:15.685000+00:00,9567,1242
,1.0,20,2024-07-26T11:34:50.305000+00:00,9567,1242
516.0,8.0,63,2024-07-26T11:54:50.348000+00:00,9567,1242
528.9,8.0,1,2024-07-26T11:55:32.080000+00:00,9567,1242
521.5,8.0,4,2024-07-26T11:55:46.873000+00:00,9567,1242
575.2,8.0,81,2024-07-26T11:55:56.089000+00:00,9567,1242
609.9,8.0,77,2024-07-26T11:56:55.060000+00:00,9567,1242
813.7,7.0,44,2024-07-26T11:57:55.898000+00:00,9567,1242
683.7,8.0,11,2024-07-26T11:58:26.245000+00:00,9567,1242
769.2,7.0,27,2024-07-26T11:58:29.739000+00:00,9567,1242
470.6,10.0,24,2024-07-26T11:58:35.933000+00:00,9567,1242
574.8,9.0,3,2024-07-26T11:58:48.109000+00:00,9567,1242
506.6,10.0,22,2024-07-26T11:58:58.548000+00:00,9567,1242
734.7,7.0,2,2024-07-26T11:59:03.303000+00:00,9567,1242
545.1,10.0,55,2024-07-26T11:59:41.456000+00:00,9567,1242
416.3,11.0,16,2024-07-26T11:59:53.735000+00:00,9567,1242
501.8,8.0,20,2024-07-26T12:00:15.952000+00:00,9567,1242
716.7,9.0,18,2024-07-26T12:01:37.153000+00:00,9567,1242
27.5,11.0,63,2024-07-26T12:02:20.152000+00:00,9567,1242
759.8,9.0,23,2024-07-26T12:02:39.554000+00:00,9567,1242
1005.2,9.0,14,2024-07-26T12:06:31.216000+00:00,9567,1242
805.2,11.0,10,2024-07-26T12:07:32.496000+00:00,9567,1242
357.0,11.0,1,2024-07-26T12:08:10.995000+00:00,9567,1242
17.4,14.0,3,2024-07-26T12:10:43.766000+00:00,9567,1242
359.0,13.0,81,2024-07-26T12:12:26.770000+00:00,9567,1242
331.7,13.0,4,2024-07-26T12:12:36.352000+00:00,9567,1242
334.4,11.0,44,2024-07-26T12:13:37.473000+00:00,9567,1242
315.9,15.0,16,2024-07-26T12:13:55.834000+00:00,9567,1242
354.0,14.0,63,2024-07-26T12:15:05.043000+00:00,9567,1242
448.1,11.0,2,2024-07-26T12:15:29.838000+00:00,9567,1242
387.6,12.0,23,2024-07-26T12:15:36.251000+00:00,9567,1242
368.0,13.0,11,2024-07-26T12:16:21.728000+00:00,9567,1242
338.3,15.0,55,2024-07-26T12:16:50.680000+00:00,9567,1242
590.1,11.0,27,2024-07-26T12:17:35.626000+00:00,9567,1242
294.7,15.0,3,2024-07-26T12:17:46.714000+00:00,9567,1242
492.5,15.0,22,2024-07-26T12:18:28.602000+00:00,9567,1242
389.5,14.0,18,2024-07-26T12:19:33.011000+00:00,9567,1242
406.4,16.0,24,2024-07-26T12:19:55.066000+00:00,9567,1242
531.1,14.0,77,2024-07-26T12:19:57.109000+00:00,9567,1242
28.2,16.0,3,2024-07-26T12:20:38.551000+00:00,9567,1242
497.9,13.0,20,2024-07-26T12:21:31.795000+00:00,9567,1242
220.8,14.0,14,2024-07-26T12:21:53.423000+00:00,9567,1242
218.6,16.0,10,2024-07-26T12:22:05.653000+00:00,9567,1242
24.3,16.0,44,2024-07-26T12:23:28.148000+00:00,9567,1242
22.9,19.0,1,2024-07-26T12:23:31.699000+00:00,9567,1242
23.5,19.0,4,2024-07-26T12:24:23.446000+00:00,9567,1242
,1.0,10,2024-07-26T15:00:29.931000+00:00,9568,1242
,1.0,1,2024-07-26T15:00:34.524000+00:00,9568,1242
,1.0,24,2024-07-26T15:00:38.393000+00:00,9568,1242
,1.0,3,2024-07-26T15:00:44.857000+00:00,9568,1242
,1.0,11,2024-07-26T15:00:53.547000+00:00,9568,1242
,1.0,22,2024-07-26T15:00:55.106000+00:00,9568,1242
,1.0,31,2024-07-26T15:00:58.846000+00:00,9568,1242
,1.0,23,2024-07-26T15:01:05.426000+00:00,9568,1242
,1.0,77,2024-07-26T15:01:09.884000+00:00,9568,1242
,1.0,55,2024-07-26T15:01:11.783000+00:00,9568,1242
,1.0,44,2024-07-26T15:01:14.431000+00:00,9568,1242
,1.0,14,2024-07-26T15:01:18.307000+00:00,9568,1242
,1.0,4,2024-07-26T15:01:41.203000+00:00,9568,1242
,1.0,63,2024-07-26T15:01:47.654000+00:00,9568,1242
,1.0,18,2024-07-26T15:01:53.210000+00:00,9568,1242
,1.0,27,2024-07-26T15:01:56.216000+00:00,9568,1242
