meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1235,9515,4,23.0,24,28,MEDIUM,14.0
1235,9515,2,81.0,24,64,HARD,1.0
1235,9515,2,1.0,25,64,HARD,0.0
1235,9515,2,31.0,26,63,HARD,0.0
1235,9515,2,16.0,26,64,HARD,0.0
1235,9515,2,55.0,28,64,HARD,0.0
1235,9515,2,44.0,28,64,HARD,0.0
1235,9515,5,23.0,29,52,MEDIUM,8.0
1235,9515,3,10.0,31,63,MEDIUM,0.0
1235,9515,2,2.0,32,63,MEDIUM,0.0
1235,9515,2,24.0,34,63,MEDIUM,0.0
1235,9515,2,20.0,38,63,HARD,0.0
1235,9515,2,11.0,38,64,MEDIUM,0.0
1235,9515,2,18.0,38,64,HARD,1.0
1235,9515,3,14.0,41,59,MEDIUM,1.0
1235,9515,3,63.0,53,64,MEDIUM,2.0
1235,9515,4,14.0,60,63,SOFT,0.0
1236,9516,1,10.0,1,6,HARD,0.0
1236,9516,1,20.0,1,7,HARD,0.0
1236,9516,1,27.0,1,7,HARD,0.0
1236,9516,1,1.0,1,10,MEDIUM,0.0
1236,9516,1,11.0,1,10,HARD,0.0
1236,9516,1,44.0,1,11,HARD,0.0
1236,9516,1,63.0,1,11,HARD,0.0
1236,9516,1,24.0,1,12,HARD,0.0
1236,9516,1,2.0,1,14,HARD,0.0
1236,9516,1,4.0,1,14,HARD,0.0
1236,9516,1,14.0,1,14,HARD,0.0
1236,9516,1,77.0,1,14,HARD,0.0
1236,9516,1,81.0,1,14,MEDIUM,0.0
1236,9516,1,18.0,1,15,HARD,0.0
1236,9516,1,23.0,1,15,HARD,0.0
1236,9516,1,3.0,1,18,MEDIUM,0.0
1236,9516,1,22.0,1,18,MEDIUM,0.0
1236,9516,1,31.0,1,20,HARD,0.0
1236,9516,1,16.0,1,22,HARD,0.0
1236,9516,1,55.0,1,22,HARD,0.0
1236,9516,2,10.0,7,7,HARD,5.0
1236,9516,3,10.0,8,11,MEDIUM,0.0
1236,9516,2,20.0,8,12,HARD,6.0
1236,9516,2,27.0,8,14,HARD,6.0
1236,9516,2,1.0,11,17,MEDIUM,0.0
1236,9516,2,11.0,11,19,HARD,9.0
1236,9516,2,63.0,12,20,MEDIUM,0.0
1236,9516,2,44.0,12,20,MEDIUM,0.0
1236,9516,2,24.0,13,17,HARD,11.0
1236,9516,3,20.0,13,25,MEDIUM,0.0
1236,9516,2,2.0,15,21,MEDIUM,0.0
1236,9516,2,77.0,15,21,SOFT,0.0
1236,9516,2,81.0,15,22,SOFT,0.0
1236,9516,2,4.0,15,22,MEDIUM,0.0
1236,9516,2,14.0,15,22,SOFT,0.0
1236,9516,3,27.0,15,27,MEDIUM,0.0
1236,9516,2,18.0,16,22,SOFT,0.0
1236,9516,2,23.0,16,25,MEDIUM,0.0
1236,9516,3,1.0,18,20,MEDIUM,0.0
1236,9516,3,24.0,18,23,SOFT,0.0
1236,9516,2,22.0,19,27,SOFT,0.0
1236,9516,2,3.0,19,28,SOFT,0.0
1236,9516,3,11.0,20,21,HARD,18.0
1236,9516,4,1.0,21,22,MEDIUM,0.0
1236,9516,2,31.0,21,25,MEDIUM,0.0
1236,9516,3,63.0,21,26,SOFT,0.0
1236,9516,3,44.0,21,28,SOFT,0.0
1236,9516,3,77.0,21,29,SOFT,5.0
1236,9516,4,11.0,22,24,MEDIUM,0.0
1236,9516,3,4.0,22,26,SOFT,0.0
1236,9516,2,16.0,22,28,MEDIUM,0.0
1236,9516,3,2.0,22,28,MEDIUM,0.0
1236,9516,5,1.0,22,30,MEDIUM,0.0
1236,9516,3,14.0,23,27,SOFT,7.0
1236,9516,3,18.0,23,27,SOFT,6.0
1236,9516,2,55.0,23,28,MEDIUM,0.0
1236,9516,3,81.0,23,32,MEDIUM,13.0
1236,9516,4,24.0,24,31,SOFT,5.0
1236,9516,5,11.0,25,27,MEDIUM,2.0
1236,9516,3,31.0,25,34,MEDIUM,3.0
1236,9516,4,20.0,26,34,HARD,11.0
1236,9516,4,4.0,26,34,MEDIUM,7.0
1236,9516,3,23.0,26,35,HARD,14.0
1236,9516,4,27.0,27,35,MEDIUM,11.0
1236,9516,4,63.0,27,36,MEDIUM,9.0
1236,9516,6,11.0,28,30,HARD,20.0
1236,9516,3,22.0,28,35,SOFT,8.0
1236,9516,3,55.0,28,36,MEDIUM,4.0
1236,9516,4,44.0,28,36,HARD,10.0
1236,9516,4,2.0,28,37,HARD,13.0
1236,9516,3,16.0,29,29,MEDIUM,6.0
1236,9516,3,3.0,29,37,SOFT,9.0
1236,9516,4,16.0,30,30,MEDIUM,6.0
1236,9516,5,16.0,31,31,HARD,20.0
1236,9516,6,16.0,32,34,HARD,20.0
1236,9517,1,55.0,1,6,MEDIUM,0.0
1236,9517,1,2.0,1,7,MEDIUM,0.0
1236,9517,1,27.0,1,9,MEDIUM,0.0
1236,9517,1,77.0,1,10,MEDIUM,0.0
1236,9517,1,4.0,1,11,MEDIUM,0.0
1236,9517,1,11.0,1,11,MEDIUM,0.0
1236,9517,1,20.0,1,11,MEDIUM,0.0
1236,9517,1,31.0,1,12,MEDIUM,0.0
1236,9517,1,63.0,1,12,MEDIUM,0.0
1236,9517,1,81.0,1,12,HARD,0.0
1236,9517,1,1.0,1,13,HARD,0.0
1236,9517,1,14.0,1,13,MEDIUM,0.0
1236,9517,1,16.0,1,13,MEDIUM,0.0
1236,9517,1,18.0,1,13,MEDIUM,0.0
1236,9517,1,44.0,1,13,MEDIUM,0.0
1236,9517,1,3.0,1,14,HARD,0.0
1236,9517,1,22.0,1,14,HARD,0.0
1236,9517,1,23.0,1,14,MEDIUM,0.0
1236,9517,1,10.0,1,15,MEDIUM,0.0
1236,9517,1,24.0,1,16,MEDIUM,0.0
1236,9517,2,55.0,7,16,MEDIUM,5.0
1236,9517,2,2.0,8,12,MEDIUM,0.0
1236,9517,2,27.0,10,20,SOFT,0.0
1236,9517,2,77.0,11,24,MEDIUM,0.0
1236,9517,2,11.0,12,17,SOFT,0.0
1236,9517,2,4.0,12,19,SOFT,0.0
1236,9517,2,20.0,12,22,SOFT,0.0
1236,9517,2,63.0,13,13,MEDIUM,11.0
1236,9517,2,81.0,13,14,MEDIUM,0.0
1236,9517,3,2.0,13,19,SOFT,0.0
1236,9517,2,31.0,13,26,SOFT,0.0
1236,9517,2,1.0,14,16,SOFT,0.0
1236,9517,2,14.0,14,20,SOFT,0.0
1236,9517,2,44.0,14,20,SOFT,7.0
1236,9517,2,16.0,14,21,SOFT,0.0
1236,9517,2,23.0,14,22,SOFT,0.0
1236,9517,3,63.0,14,22,SOFT,6.0
1236,9517,2,18.0,14,23,SOFT,0.0
1236,9517,3,81.0,15,19,MEDIUM,2.0
1236,9517,2,3.0,15,25,MEDIUM,0.0
1236,9517,2,22.0,15,25,MEDIUM,0.0
1236,9517,2,10.0,15,26,SOFT,0.0
1236,9517,3,55.0,16,26,SOFT,0.0
1236,9517,3,1.0,17,18,SOFT,0.0
1236,9517,2,24.0,17,20,MEDIUM,0.0
1236,9517,3,11.0,18,21,SOFT,0.0
1236,9517,4,1.0,19,23,SOFT,5.0
1236,9517,4,2.0,20,21,SOFT,7.0
1236,9517,3,4.0,20,32,MEDIUM,10.0
1236,9517,4,81.0,20,33,MEDIUM,7.0
1236,9517,3,14.0,21,25,SOFT,7.0
1236,9517,3,24.0,21,25,MEDIUM,4.0
1236,9517,3,27.0,21,31,MEDIUM,8.0
1236,9517,3,44.0,21,33,MEDIUM,12.0
1236,9517,3,16.0,22,26,SOFT,8.0
1236,9517,4,11.0,22,32,MEDIUM,10.0
1236,9517,5,2.0,22,33,MEDIUM,11.0
1236,9517,3,23.0,23,24,SOFT,9.0
1236,9517,4,63.0,23,28,MEDIUM,12.0
1236,9517,3,20.0,23,32,SOFT,11.0
1236,9517,5,1.0,24,29,HARD,12.0
1236,9517,3,77.0,25,32,MEDIUM,9.0
1236,9517,4,23.0,25,39,MEDIUM,12.0
1236,9517,4,24.0,26,33,MEDIUM,15.0
1236,9517,3,22.0,26,37,MEDIUM,11.0
1236,9517,3,3.0,26,38,MEDIUM,11.0
1236,9517,4,14.0,26,38,MEDIUM,12.0
1236,9517,3,31.0,27,35,MEDIUM,11.0
1236,9517,3,10.0,27,36,MEDIUM,13.0
1236,9517,4,55.0,27,37,MEDIUM,14.0
1236,9517,4,16.0,27,38,MEDIUM,0.0
1236,9517,5,63.0,29,31,MEDIUM,18.0
1236,9517,6,1.0,30,38,HARD,18.0
1236,9517,4,27.0,32,35,SOFT,0.0
1236,9517,4,4.0,33,36,SOFT,12.0
1236,9517,5,81.0,34,36,HARD,11.0
1236,9517,6,2.0,34,37,SOFT,9.0
1236,9518,1,3.0,1,2,HARD,0.0
1236,9518,1,4.0,1,2,HARD,0.0
1236,9518,1,14.0,1,2,MEDIUM,0.0
1236,9518,1,18.0,1,2,MEDIUM,0.0
1236,9518,1,22.0,1,2,HARD,0.0
1236,9518,1,81.0,1,2,HARD,0.0
1236,9518,1,24.0,1,3,SOFT,0.0
1236,9518,1,27.0,1,3,SOFT,0.0
1236,9518,1,63.0,1,3,SOFT,0.0
1236,9518,1,77.0,1,3,SOFT,0.0
1236,9518,1,44.0,1,5,SOFT,0.0
1236,9518,1,20.0,1,6,SOFT,0.0
1236,9518,1,11.0,1,8,SOFT,0.0
1236,9518,1,55.0,1,8,SOFT,0.0
1236,9518,1,2.0,1,11,SOFT,0.0
1236,9518,1,23.0,1,12,SOFT,0.0
1236,9518,1,31.0,1,13,SOFT,0.0
1236,9518,1,1.0,1,14,SOFT,0.0
1236,9518,1,10.0,1,14,SOFT,0.0
1236,9518,1,16.0,1,15,SOFT,0.0
1236,9518,2,4.0,3,2,MEDIUM,0.0
1236,9518,2,81.0,3,3,MEDIUM,0.0
1236,9518,2,18.0,3,3,HARD,0.0
1236,9518,2,14.0,3,3,HARD,0.0
1236,9518,3,4.0,3,3,SOFT,0.0
1236,9518,2,22.0,3,15,SOFT,0.0
1236,9518,2,3.0,3,15,SOFT,0.0
1236,9518,2,63.0,4,6,SOFT,2.0
1236,9518,3,14.0,4,12,MEDIUM,0.0
1236,9518,3,81.0,4,13,SOFT,0.0
1236,9518,2,27.0,4,13,SOFT,2.0
1236,9518,3,18.0,4,13,MEDIUM,0.0
1236,9518,4,4.0,4,14,SOFT,0.0
1236,9518,2,24.0,4,15,SOFT,2.0
1236,9518,2,44.0,6,8,SOFT,4.0
1236,9518,3,63.0,7,18,SOFT,5.0
1236,9518,2,20.0,7,18,SOFT,5.0
1236,9518,2,11.0,9,11,SOFT,7.0
1236,9518,2,55.0,9,13,SOFT,7.0
1236,9518,3,44.0,9,15,SOFT,0.0
1236,9518,2,2.0,12,18,SOFT,0.0
1236,9518,3,11.0,12,21,SOFT,0.0
1236,9518,2,23.0,13,16,SOFT,0.0
1236,9518,4,14.0,13,23,SOFT,0.0
1236,9518,3,55.0,14,16,SOFT,0.0
1236,9518,4,81.0,14,20,SOFT,0.0
1236,9518,2,31.0,14,22,SOFT,0.0
1236,9518,3,27.0,14,25,SOFT,0.0
1236,9518,4,18.0,14,26,SOFT,0.0
1236,9518,5,4.0,15,22,SOFT,0.0
1236,9518,2,10.0,15,27,SOFT,0.0
1236,9518,2,1.0,15,28,SOFT,0.0
1236,9518,4,44.0,16,18,SOFT,7.0
1236,9518,2,16.0,16,20,SOFT,0.0
1236,9518,3,3.0,16,21,SOFT,0.0
1236,9518,3,22.0,16,28,SOFT,0.0
1236,9518,3,24.0,16,29,SOFT,0.0
1236,9518,3,23.0,17,21,SOFT,0.0
1236,9518,4,55.0,17,22,SOFT,3.0
1236,9518,3,2.0,19,22,SOFT,10.0
1236,9518,5,44.0,19,26,SOFT,0.0
1236,9518,3,20.0,19,32,SOFT,0.0
1236,9518,4,63.0,19,34,SOFT,0.0
1236,9518,3,16.0,21,23,SOFT,5.0
1236,9518,5,81.0,21,23,SOFT,7.0
1236,9518,4,11.0,22,25,SOFT,10.0
1236,9518,4,23.0,22,25,SOFT,0.0
1236,9518,4,3.0,22,29,SOFT,6.0
1236,9518,6,4.0,23,25,SOFT,8.0
1236,9518,3,31.0,23,26,SOFT,12.0
1236,9518,5,55.0,23,27,SOFT,9.0
1236,9518,5,14.0,24,26,SOFT,11.0
1236,9518,6,81.0,24,26,SOFT,10.0
1236,9518,4,16.0,24,27,SOFT,14.0
1236,9519,1,16.0,1,6,SOFT,0.0
1236,9519,1,22.0,1,6,SOFT,0.0
1236,9519,1,27.0,1,6,SOFT,0.0
1236,9519,1,20.0,1,6,SOFT,0.0
1236,9519,1,14.0,1,7,SOFT,0.0
1236,9519,1,18.0,1,7,SOFT,0.0
1236,9519,1,2.0,1,7,SOFT,0.0
1236,9519,1,3.0,1,7,SOFT,0.0
1236,9519,1,24.0,1,7,SOFT,0.0
1236,9519,1,77.0,1,7,SOFT,0.0
1236,9519,1,81.0,1,8,SOFT,0.0
1236,9519,1,11.0,1,8,SOFT,0.0
1236,9519,1,55.0,1,8,SOFT,0.0
1236,9519,1,10.0,1,8,SOFT,0.0
1236,9519,1,31.0,1,8,SOFT,0.0
1236,9519,1,63.0,1,9,SOFT,0.0
1236,9519,1,4.0,1,9,SOFT,0.0
1236,9519,1,23.0,1,9,SOFT,0.0
1236,9519,1,44.0,1,10,SOFT,0.0
1236,9519,1,1.0,1,13,SOFT,0.0
1236,9519,2,16.0,7,11,SOFT,5.0
1236,9519,2,27.0,7,11,SOFT,0.0
1236,9519,2,22.0,7,11,SOFT,0.0
1236,9519,2,20.0,7,12,SOFT,0.0
1236,9519,2,14.0,8,12,SOFT,0.0
1236,9519,2,18.0,8,12,SOFT,0.0
1236,9519,2,77.0,8,12,SOFT,0.0
1236,9519,2,24.0,8,12,SOFT,0.0
1236,9519,2,2.0,8,13,SOFT,0.0
1236,9519,2,3.0,8,13,SOFT,0.0
1236,9519,2,55.0,9,12,SOFT,0.0
1236,9519,2,31.0,9,13,SOFT,0.0
1236,9519,2,10.0,9,13,SOFT,0.0
1236,9519,2,81.0,9,13,SOFT,0.0
1236,9519,2,11.0,9,13,SOFT,0.0
1236,9519,2,4.0,10,11,SOFT,0.0
1236,9519,2,63.0,10,13,SOFT,0.0
1236,9519,2,23.0,10,14,SOFT,0.0
1236,9519,2,44.0,11,13,SOFT,0.0
1236,9519,3,4.0,12,14,SOFT,2.0
1236,9519,3,16.0,12,16,SOFT,0.0
1236,9519,3,27.0,12,17,SOFT,0.0
1236,9519,3,22.0,12,17,SOFT,0.0
1236,9519,3,55.0,13,15,SOFT,2.0
1236,9519,3,20.0,13,15,SOFT,0.0
1236,9519,3,18.0,13,15,SOFT,0.0
1236,9519,3,81.0,14,16,SOFT,3.0
1236,9519,3,44.0,14,17,SOFT,2.0
1236,9519,3,63.0,14,17,SOFT,3.0
1236,9519,2,1.0,14,18,SOFT,0.0
1236,9519,3,31.0,14,18,SOFT,0.0
1236,9519,3,3.0,14,19,SOFT,0.0
1236,9519,3,10.0,14,19,SOFT,0.0
1236,9519,4,4.0,15,19,SOFT,0.0
1236,9519,3,23.0,15,20,SOFT,0.0
1236,9519,4,18.0,16,18,SOFT,0.0
1236,9519,4,20.0,16,19,SOFT,0.0
1236,9519,4,55.0,16,21,SOFT,0.0
1236,9519,4,81.0,17,19,SOFT,0.0
1236,9519,4,16.0,17,21,SOFT,0.0
1236,9519,4,44.0,18,20,SOFT,0.0
1236,9519,4,63.0,18,20,SOFT,0.0
1236,9519,4,22.0,18,20,SOFT,0.0
1236,9519,4,27.0,18,21,SOFT,0.0
1236,9519,4,31.0,19,21,SOFT,0.0
1236,9519,3,1.0,19,22,SOFT,0.0
1236,9519,5,4.0,20,22,SOFT,0.0
1236,9519,4,3.0,20,22,SOFT,0.0
1236,9519,5,81.0,20,22,SOFT,0.0
1236,9519,4,10.0,20,23,SOFT,0.0
1236,9519,5,63.0,21,22,SOFT,0.0
1236,9519,5,44.0,21,23,SOFT,0.0
1236,9519,5,22.0,21,23,SOFT,0.0
1236,9519,4,23.0,21,24,SOFT,0.0
1236,9519,5,16.0,22,24,SOFT,0.0
1236,9519,5,55.0,22,25,SOFT,0.0
1236,9519,6,4.0,23,25,SOFT,3.0
1236,9519,6,81.0,23,25,SOFT,0.0
1236,9519,6,63.0,23,26,SOFT,0.0
1236,9519,4,1.0,23,26,SOFT,0.0
1236,9519,6,44.0,24,26,SOFT,0.0
1236,9519,6,22.0,24,26,SOFT,0.0
1236,9519,5,10.0,24,27,SOFT,4.0
1236,9519,5,23.0,25,27,SOFT,4.0
1236,9519,6,16.0,25,27,SOFT,0.0
1236,9519,7,4.0,26,28,SOFT,0.0
1236,9519,6,55.0,26,29,SOFT,0.0
1236,9519,5,1.0,27,29,SOFT,0.0
1236,9519,7,44.0,27,29,SOFT,0.0
1236,9519,7,63.0,27,29,SOFT,0.0
1236,9519,6,23.0,28,30,SOFT,0.0
1236,9519,6,10.0,28,31,SOFT,0.0
1236,9523,1,16.0,1,1,MEDIUM,0.0
1236,9523,1,81.0,1,1,MEDIUM,1.0
1236,9523,1,55.0,1,1,MEDIUM,0.0
1236,9523,1,4.0,1,1,MEDIUM,1.0
1236,9523,1,63.0,1,1,HARD,0.0
1236,9523,1,1.0,1,1,HARD,0.0
1236,9523,1,44.0,1,1,HARD,0.0
1236,9523,1,22.0,1,1,MEDIUM,0.0
1236,9523,1,23.0,1,1,MEDIUM,0.0
1236,9523,1,10.0,1,1,HARD,0.0
1236,9523,1,31.0,1,1,HARD,0.0
1236,9523,1,3.0,1,1,MEDIUM,0.0
1236,9523,1,18.0,1,1,HARD,1.0
1236,9523,1,14.0,1,1,HARD,1.0
1236,9523,1,2.0,1,1,HARD,0.0
1236,9523,1,11.0,1,1,HARD,0.0
1236,9523,1,77.0,1,1,HARD,0.0
1236,9523,1,24.0,1,1,MEDIUM,0.0
1236,9523,1,27.0,1,1,MEDIUM,0.0
1236,9523,1,20.0,1,1,HARD,0.0
1236,9523,2,77.0,2,15,MEDIUM,0.0
1236,9523,2,18.0,2,42,MEDIUM,1.0
1236,9523,2,44.0,2,51,MEDIUM,0.0
1236,9523,2,1.0,2,52,MEDIUM,0.0
1236,9523,2,2.0,2,57,HARD,1.0
1236,9523,2,24.0,2,70,HARD,0.0
1236,9523,2,3.0,2,77,HARD,1.0
1236,9523,2,14.0,2,77,MEDIUM,1.0
1236,9523,2,22.0,2,78,HARD,1.0
1236,9523,2,23.0,2,78,HARD,0.0
1236,9523,2,10.0,2,78,MEDIUM,0.0
1236,9523,2,16.0,2,79,HARD,0.0
1236,9523,2,81.0,2,79,HARD,1.0
1236,9523,2,55.0,2,79,HARD,0.0
1236,9523,2,4.0,2,79,HARD,0.0
1236,9523,2,63.0,2,79,MEDIUM,0.0
1236,9523,3,77.0,16,77,HARD,1.0
1236,9523,3,18.0,43,48,HARD,0.0
1236,9523,4,18.0,49,77,SOFT,0.0
1236,9523,3,44.0,52,79,HARD,0.0
1236,9523,3,1.0,53,79,HARD,0.0
1236,9523,3,2.0,58,77,MEDIUM,0.0
1236,9523,3,24.0,71,77,SOFT,0.0
1237,9524,1,27.0,1,2,WET,0.0
1237,9524,1,20.0,1,2,WET,0.0
1237,9524,1,61.0,1,2,WET,0.0
1237,9524,1,18.0,1,2,INTERMEDIATE,0.0
1237,9524,1,55.0,1,2,INTERMEDIATE,0.0
1237,9524,1,14.0,1,2,INTERMEDIATE,0.0
1237,9524,1,16.0,1,2,INTERMEDIATE,0.0
1237,9524,1,23.0,1,3,WET,0.0
1237,9524,1,81.0,1,3,WET,0.0
1237,9524,1,4.0,1,3,WET,0.0
1237,9524,1,2.0,1,3,WET,0.0
1237,9524,1,24.0,1,3,WET,0.0
1237,9524,1,63.0,1,3,INTERMEDIATE,0.0
1237,9524,1,77.0,1,3,WET,0.0
1237,9524,1,1.0,1,4,INTERMEDIATE,0.0
1237,9524,1,10.0,1,5,INTERMEDIATE,0.0
1237,9524,1,44.0,1,5,INTERMEDIATE,0.0
1237,9524,1,22.0,1,6,INTERMEDIATE,0.0
1237,9524,1,3.0,1,6,INTERMEDIATE,0.0
1237,9524,1,11.0,1,7,INTERMEDIATE,0.0
1237,9524,2,27.0,3,3,WET,1.0
1237,9524,2,20.0,3,3,WET,1.0
1237,9524,2,61.0,3,4,SOFT,0.0
1237,9524,2,14.0,3,5,SOFT,0.0
1237,9524,2,18.0,3,5,SOFT,0.0
1237,9524,2,16.0,3,6,INTERMEDIATE,1.0
1237,9524,2,55.0,3,7,INTERMEDIATE,1.0
1237,9524,2,4.0,4,4,INTERMEDIATE,0.0
1237,9524,2,81.0,4,4,INTERMEDIATE,0.0
1237,9524,2,24.0,4,5,INTERMEDIATE,0.0
1237,9524,2,23.0,4,5,SOFT,0.0
1237,9524,2,77.0,4,6,INTERMEDIATE,0.0
1237,9524,2,63.0,4,6,INTERMEDIATE,2.0
1237,9524,2,2.0,4,6,SOFT,0.0
1237,9524,3,27.0,4,6,SOFT,0.0
1237,9524,3,20.0,4,7,INTERMEDIATE,0.0
1237,9524,2,1.0,5,6,INTERMEDIATE,3.0
1237,9524,3,81.0,5,8,SOFT,0.0
1237,9524,3,4.0,5,9,SOFT,0.0
1237,9524,2,44.0,6,8,INTERMEDIATE,0.0
1237,9524,2,10.0,6,9,SOFT,0.0
1237,9524,3,77.0,7,9,INTERMEDIATE,3.0
1237,9524,3,63.0,7,10,SOFT,0.0
1237,9524,2,3.0,7,10,SOFT,0.0
1237,9524,2,22.0,7,10,SOFT,0.0
1237,9524,3,1.0,7,11,SOFT,0.0
1237,9524,3,16.0,7,12,SOFT,0.0
1237,9524,4,20.0,8,9,SOFT,0.0
1237,9524,2,11.0,8,11,SOFT,0.0
1237,9524,3,55.0,8,12,SOFT,0.0
1237,9524,3,44.0,9,12,SOFT,0.0
1237,9524,4,77.0,10,12,SOFT,0.0
1237,9525,1,18.0,1,2,SOFT,0.0
1237,9525,1,55.0,1,2,MEDIUM,0.0
1237,9525,1,11.0,1,2,SOFT,0.0
1237,9525,1,16.0,1,2,MEDIUM,5.0
1237,9525,1,14.0,1,2,SOFT,0.0
1237,9525,1,77.0,1,2,SOFT,0.0
1237,9525,1,24.0,1,2,INTERMEDIATE,0.0
1237,9525,1,31.0,1,2,SOFT,0.0
1237,9525,1,1.0,1,2,SOFT,0.0
1237,9525,1,63.0,1,3,SOFT,0.0
1237,9525,1,27.0,1,3,SOFT,0.0
1237,9525,1,44.0,1,4,SOFT,0.0
1237,9525,1,4.0,1,4,MEDIUM,0.0
1237,9525,1,22.0,1,4,SOFT,0.0
1237,9525,1,81.0,1,5,MEDIUM,0.0
1237,9525,1,3.0,1,5,SOFT,0.0
1237,9525,1,10.0,1,10,SOFT,0.0
1237,9525,1,23.0,1,12,SOFT,0.0
1237,9525,1,2.0,1,13,SOFT,0.0
1237,9525,1,20.0,1,13,SOFT,2.0
1237,9525,2,11.0,3,4,SOFT,1.0
1237,9525,2,1.0,3,5,SOFT,1.0
1237,9525,2,24.0,3,8,SOFT,0.0
1237,9525,2,77.0,3,10,SOFT,1.0
1237,9525,2,18.0,3,14,SOFT,1.0
1237,9525,2,16.0,3,15,INTERMEDIATE,0.0
1237,9525,2,14.0,3,16,SOFT,1.0
1237,9525,2,55.0,3,16,MEDIUM,1.0
1237,9525,2,31.0,3,17,SOFT,1.0
1237,9525,2,63.0,4,6,SOFT,2.0
1237,9525,2,27.0,4,10,SOFT,2.0
1237,9525,2,4.0,5,8,MEDIUM,3.0
1237,9525,3,11.0,5,10,SOFT,3.0
1237,9525,2,22.0,5,11,SOFT,3.0
1237,9525,2,44.0,5,18,SOFT,3.0
1237,9525,2,81.0,6,10,MEDIUM,4.0
1237,9525,2,3.0,6,12,SOFT,4.0
1237,9525,3,63.0,7,14,SOFT,5.0
1237,9525,3,24.0,9,18,INTERMEDIATE,1.0
1237,9525,3,4.0,9,22,INTERMEDIATE,1.0
1237,9525,2,10.0,11,14,SOFT,0.0
1237,9525,4,11.0,11,20,INTERMEDIATE,0.0
1237,9525,3,27.0,11,21,INTERMEDIATE,0.0
1237,9525,3,81.0,11,21,INTERMEDIATE,1.0
1237,9525,3,77.0,11,22,INTERMEDIATE,0.0
1237,9525,3,22.0,12,23,INTERMEDIATE,5.0
1237,9525,2,23.0,13,20,INTERMEDIATE,0.0
1237,9525,3,3.0,13,24,INTERMEDIATE,5.0
1237,9525,2,20.0,14,16,INTERMEDIATE,4.0
1237,9525,2,2.0,14,20,INTERMEDIATE,0.0
1237,9525,3,18.0,15,20,INTERMEDIATE,1.0
1237,9525,4,63.0,15,20,INTERMEDIATE,5.0
1237,9525,3,10.0,15,27,INTERMEDIATE,4.0
1237,9525,3,16.0,16,22,INTERMEDIATE,6.0
1237,9525,3,14.0,17,22,INTERMEDIATE,1.0
1237,9525,3,55.0,17,28,INTERMEDIATE,6.0
1237,9525,3,31.0,18,32,INTERMEDIATE,0.0
1237,9525,3,44.0,19,22,INTERMEDIATE,7.0
1237,9525,3,2.0,21,23,INTERMEDIATE,7.0
1237,9525,3,23.0,21,23,INTERMEDIATE,8.0
1237,9525,5,63.0,21,25,INTERMEDIATE,11.0
1237,9525,4,18.0,21,28,INTERMEDIATE,0.0
1237,9525,4,16.0,23,25,INTERMEDIATE,0.0
1237,9525,4,14.0,23,26,INTERMEDIATE,7.0
1237,9525,4,44.0,23,28,INTERMEDIATE,11.0
1237,9526,1,81.0,1,2,HARD,0.0
1237,9526,1,18.0,1,2,MEDIUM,0.0
1237,9526,1,22.0,1,2,MEDIUM,0.0
1237,9526,1,3.0,1,2,MEDIUM,0.0
1237,9526,1,14.0,1,2,MEDIUM,0.0
1237,9526,1,4.0,1,2,HARD,0.0
1237,9526,1,20.0,1,3,MEDIUM,0.0
1237,9526,1,27.0,1,3,MEDIUM,0.0
1237,9526,1,10.0,1,4,MEDIUM,0.0
1237,9526,1,23.0,1,4,MEDIUM,0.0
1237,9526,1,24.0,1,5,MEDIUM,0.0
1237,9526,1,16.0,1,5,MEDIUM,0.0
1237,9526,1,31.0,1,5,MEDIUM,0.0
1237,9526,1,77.0,1,5,MEDIUM,0.0
1237,9526,1,11.0,1,5,MEDIUM,0.0
1237,9526,1,55.0,1,5,MEDIUM,0.0
1237,9526,1,44.0,1,5,MEDIUM,0.0
1237,9526,1,2.0,1,5,MEDIUM,0.0
1237,9526,1,63.0,1,5,MEDIUM,0.0
1237,9526,1,1.0,1,5,MEDIUM,0.0
1237,9526,2,3.0,3,3,HARD,0.0
1237,9526,2,81.0,3,3,HARD,0.0
1237,9526,2,18.0,3,3,MEDIUM,0.0
1237,9526,2,4.0,3,3,HARD,0.0
1237,9526,2,14.0,3,3,MEDIUM,0.0
1237,9526,2,22.0,3,3,HARD,0.0
1237,9526,3,3.0,4,4,MEDIUM,0.0
1237,9526,3,81.0,4,4,MEDIUM,0.0
1237,9526,3,18.0,4,4,HARD,0.0
1237,9526,3,4.0,4,4,MEDIUM,0.0
1237,9526,2,20.0,4,10,MEDIUM,2.0
1237,9526,2,27.0,4,10,MEDIUM,2.0
1237,9526,3,14.0,4,11,HARD,0.0
1237,9526,3,22.0,4,16,MEDIUM,1.0
1237,9526,2,10.0,5,11,MEDIUM,3.0
1237,9526,4,18.0,5,12,HARD,0.0
1237,9526,2,23.0,5,14,MEDIUM,3.0
1237,9526,4,81.0,5,16,MEDIUM,1.0
1237,9526,4,4.0,5,16,MEDIUM,0.0
1237,9526,4,3.0,5,17,MEDIUM,1.0
1237,9526,2,16.0,6,10,MEDIUM,0.0
1237,9526,2,1.0,6,11,MEDIUM,4.0
1237,9526,2,55.0,6,13,MEDIUM,4.0
1237,9526,2,2.0,6,13,MEDIUM,4.0
1237,9526,2,63.0,6,14,MEDIUM,4.0
